school,sex,address,famsize,Pstatus,age,Dalc,Walc,health,absences,Math,Portuguese,G1,G2,G3,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
1,0,1,1,1,18,1,2,1,0,1,1,8.0,8.0,0.0,0,1,1,1,1,1,1,0,2,1,2.0,2.0,0.0,5.0,3.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1,16,1,2,2,6,1,1,13.0,14.0,14.0,0,1,1,1,1,1,1,0,4,4,1.0,3.0,0.0,3.0,2.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,1,1,1,15,1,1,5,2,1,1,9.0,11.0,11.0,0,1,1,1,1,1,1,0,4,4,1.0,3.0,0.0,4.0,2.0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1,17,1,3,4,7,1,1,10.0,9.0,9.0,0,1,1,1,1,1,1,0,4,4,1.0,3.0,0.0,5.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1,16,1,1,1,0,1,1,11.0,10.0,10.0,0,1,1,1,1,1,1,0,4,2,2.0,2.0,0.0,5.0,3.0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,1,18,1,1,3,0,1,1,9.0,10.0,0.0,0,1,1,1,1,1,1,1,2,2,1.0,3.0,0.0,4.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,1,17,1,3,4,0,1,1,13.0,15.0,15.0,0,1,1,1,1,1,1,1,4,3,1.0,3.0,0.0,4.0,4.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,15,1,1,5,2,1,1,15.0,14.0,15.0,0,1,1,1,1,1,1,1,4,2,1.0,3.0,0.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,1,18,1,1,5,9,1,1,9.0,10.0,9.0,0,1,1,1,1,1,1,1,4,3,1.0,3.0,0.0,4.0,3.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1,18,1,3,2,4,1,1,15.0,14.0,14.0,0,1,1,1,1,1,1,1,2,3,1.0,4.0,0.0,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,1,1,1,16,1,1,3,2,1,1,16.0,16.0,17.0,1,0,0,0,1,1,1,0,2,3,1.0,2.0,0.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,1,1,1,16,1,1,5,6,1,1,10.0,13.0,13.0,1,0,0,1,1,1,1,0,2,2,1.0,2.0,1.0,3.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,1,18,1,1,4,4,1,1,8.0,9.0,10.0,1,0,0,1,1,1,1,0,1,1,2.0,2.0,0.0,5.0,4.0,4.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,1,17,1,1,4,0,1,1,11.0,11.0,12.0,1,1,0,0,1,1,0,1,4,4,1.0,1.0,0.0,4.0,2.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,1,1,15,1,1,3,2,1,1,7.0,7.0,7.0,1,1,0,1,0,1,1,0,4,4,1.0,2.0,1.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,1,16,5,5,5,6,1,1,10.0,8.0,11.0,1,1,0,1,0,1,1,1,1,1,4.0,1.0,0.0,5.0,5.0,5.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,1,16,1,1,4,4,1,1,8.0,10.0,10.0,1,1,0,1,1,1,0,0,3,3,3.0,2.0,0.0,5.0,3.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,18,1,1,4,15,1,1,9.0,8.0,8.0,1,1,0,1,1,1,1,1,4,4,1.0,2.0,1.0,2.0,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,1,1,16,1,1,3,0,1,1,7.0,9.0,8.0,1,1,1,0,1,1,1,0,4,3,1.0,3.0,0.0,5.0,3.0,5.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,1,15,1,1,3,8,1,1,7.0,8.0,8.0,1,1,1,0,1,1,1,0,2,2,1.0,4.0,0.0,5.0,1.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1,16,1,2,5,4,1,1,7.0,7.0,6.0,1,1,1,0,1,1,1,0,3,1,1.0,4.0,0.0,4.0,3.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1,15,1,1,2,26,1,1,7.0,6.0,6.0,1,1,1,0,1,1,1,0,3,2,2.0,2.0,0.0,4.0,3.0,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,1,15,2,3,5,0,1,1,8.0,10.0,11.0,1,1,1,0,1,1,1,0,4,4,1.0,1.0,0.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1,16,1,3,4,6,1,1,8.0,10.0,10.0,1,1,1,1,1,1,0,0,2,3,1.0,2.0,0.0,4.0,4.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,16,2,4,5,54,1,1,11.0,12.0,11.0,1,1,1,1,1,1,1,0,3,3,1.0,2.0,0.0,4.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,1,16,2,4,4,2,1,1,10.0,9.0,9.0,1,1,1,1,1,1,1,0,4,3,1.0,3.0,0.0,3.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,15,4,4,1,6,1,1,10.0,13.0,13.0,0,0,1,0,1,1,1,0,3,3,1.0,1.0,0.0,5.0,3.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,0,16,1,4,3,12,1,1,11.0,12.0,11.0,0,1,0,0,1,1,1,0,3,3,1.0,2.0,0.0,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0,18,1,1,4,14,1,1,12.0,10.0,11.0,0,1,0,0,1,1,1,1,4,4,1.0,2.0,0.0,4.0,2.0,4.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0,15,1,1,1,0,1,1,7.0,10.0,11.0,1,0,0,1,1,1,1,1,3,4,1.0,2.0,0.0,5.0,3.0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0,15,1,1,5,8,1,1,8.0,8.0,6.0,1,1,1,1,1,1,1,1,4,3,1.0,2.0,0.0,5.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,16,3,3,1,2,1,1,14.0,14.0,13.0,0,0,0,0,1,1,1,0,1,1,1.0,1.0,0.0,3.0,4.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1,17,2,3,2,0,1,1,16.0,15.0,15.0,0,0,0,0,1,1,1,0,0,2,2.0,3.0,0.0,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,1,18,1,1,5,12,1,1,12.0,12.0,13.0,0,0,0,0,1,1,1,1,2,1,1.0,2.0,1.0,5.0,4.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,1,19,2,2,3,0,1,1,9.0,9.0,0.0,0,0,0,1,0,1,0,1,1,2,1.0,2.0,1.0,4.0,2.0,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,1,18,1,1,2,0,1,1,8.0,8.0,0.0,0,0,0,1,0,1,1,1,2,2,1.0,2.0,0.0,4.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,17,1,2,3,14,1,1,13.0,13.0,14.0,0,0,0,1,1,1,1,1,4,3,1.0,2.0,0.0,3.0,2.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,1,0,1,17,1,1,5,0,1,1,14.0,15.0,15.0,0,0,0,1,1,1,1,1,2,4,1.0,2.0,0.0,4.0,3.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1,17,1,3,1,2,1,1,14.0,15.0,15.0,0,0,1,0,1,1,1,0,3,2,2.0,2.0,0.0,4.0,4.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,17,1,1,2,0,1,1,10.0,9.0,0.0,0,0,1,1,1,1,1,1,2,2,1.0,4.0,0.0,3.0,4.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1,16,1,2,2,4,1,1,8.0,7.0,6.0,0,1,0,0,1,1,0,0,2,2,1.0,2.0,0.0,4.0,3.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,18,1,1,1,7,1,1,16.0,15.0,17.0,0,1,0,0,1,1,1,0,3,3,1.0,4.0,0.0,5.0,3.0,3.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1,17,1,3,5,12,1,1,10.0,13.0,12.0,0,1,0,0,1,1,1,1,2,2,1.0,1.0,0.0,3.0,4.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,1,16,1,2,3,25,1,1,7.0,10.0,11.0,0,1,0,1,0,1,1,1,2,2,2.0,2.0,1.0,3.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1,16,1,2,1,2,1,1,16.0,15.0,15.0,0,1,0,1,1,1,1,0,4,3,3.0,2.0,0.0,5.0,4.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,17,2,3,1,56,1,1,9.0,9.0,8.0,0,1,0,1,1,1,1,1,3,3,1.0,2.0,0.0,5.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,18,1,1,3,2,1,1,11.0,11.0,11.0,0,1,1,0,0,1,0,0,1,1,2.0,2.0,0.0,4.0,4.0,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1,19,1,2,1,22,1,1,13.0,10.0,11.0,0,1,1,0,0,1,1,1,3,2,2.0,2.0,1.0,4.0,2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,1,0,1,15,1,1,5,2,1,1,11.0,13.0,13.0,0,1,1,0,1,1,1,0,4,2,1.0,2.0,0.0,4.0,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,1,15,1,1,5,10,1,1,7.0,6.0,6.0,0,1,1,0,1,1,1,0,3,2,1.0,2.0,0.0,4.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,16,2,3,4,2,1,1,12.0,13.0,13.0,0,1,1,0,1,1,1,0,2,2,3.0,2.0,0.0,4.0,3.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,16,1,2,3,0,1,1,9.0,9.0,10.0,0,1,1,0,1,1,1,0,4,4,1.0,2.0,0.0,4.0,5.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,1,18,1,2,2,10,1,1,10.0,8.0,8.0,0,1,1,0,1,1,1,1,4,3,2.0,2.0,0.0,4.0,4.0,5.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,16,1,1,4,4,1,1,10.0,11.0,9.0,0,1,1,1,1,1,1,0,3,3,2.0,2.0,0.0,4.0,4.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,17,1,1,4,6,1,1,14.0,12.0,13.0,0,1,1,1,1,1,1,0,4,2,1.0,4.0,0.0,4.0,2.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,0,1,0,1,16,1,1,4,4,1,1,14.0,15.0,16.0,0,1,1,1,1,1,1,1,4,4,1.0,3.0,0.0,5.0,4.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,1,0,1,16,1,2,5,2,1,1,13.0,13.0,13.0,0,1,1,1,1,1,1,1,2,4,2.0,2.0,0.0,4.0,2.0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,1,16,2,2,5,14,1,1,10.0,10.0,9.0,1,0,0,1,1,1,1,0,2,2,2.0,2.0,1.0,4.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,1,0,1,16,1,1,1,4,1,1,8.0,10.0,9.0,1,0,0,1,1,1,1,0,1,2,1.0,2.0,0.0,4.0,4.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,1,0,1,15,2,4,2,0,1,1,10.0,10.0,10.0,1,0,0,1,1,1,1,1,4,3,1.0,2.0,0.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,1,0,1,15,2,3,3,10,1,1,7.0,8.0,10.0,1,0,1,0,1,1,1,0,1,1,1.0,2.0,3.0,4.0,3.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,1,16,2,3,2,4,1,1,7.0,6.0,6.0,1,1,0,0,1,1,0,0,3,1,1.0,2.0,0.0,3.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,19,1,3,3,18,1,1,12.0,10.0,10.0,1,1,0,1,0,1,1,0,1,1,1.0,2.0,1.0,4.0,4.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,1,0,1,17,2,3,5,6,1,1,12.0,12.0,12.0,1,1,1,0,1,1,1,1,2,2,2.0,2.0,0.0,4.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,0,16,1,1,5,7,1,1,15.0,16.0,15.0,0,1,0,1,1,1,1,1,4,4,2.0,3.0,0.0,2.0,4.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,0,1,1,16,1,2,3,2,1,1,17.0,15.0,15.0,0,0,0,0,0,1,0,0,2,2,3.0,1.0,0.0,4.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,17,2,4,5,0,1,1,8.0,12.0,12.0,0,0,0,0,0,1,1,0,2,1,1.0,1.0,0.0,4.0,4.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,17,2,4,5,0,1,1,10.0,0.0,0.0,0,0,0,0,1,1,0,0,3,4,3.0,2.0,0.0,5.0,4.0,5.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,17,1,5,3,4,1,1,8.0,9.0,10.0,0,0,0,0,1,1,0,0,1,2,1.0,2.0,0.0,3.0,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,1,1,18,1,2,4,9,1,1,16.0,15.0,16.0,0,0,0,0,1,1,1,1,4,3,1.0,3.0,0.0,5.0,3.0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1,1,16,1,3,3,0,1,1,8.0,9.0,8.0,0,0,0,1,0,1,0,0,2,1,2.0,1.0,0.0,3.0,3.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,18,1,1,3,1,1,1,13.0,12.0,12.0,0,0,0,1,0,1,0,0,3,2,1.0,3.0,0.0,5.0,3.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,19,1,2,5,0,1,1,15.0,12.0,12.0,0,0,0,1,1,1,0,1,3,3,1.0,2.0,1.0,4.0,5.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,0,1,1,15,1,1,5,8,1,1,9.0,9.0,9.0,0,0,0,1,1,1,1,1,2,1,1.0,2.0,0.0,5.0,4.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,0,1,1,16,2,5,4,8,1,1,18.0,18.0,18.0,0,0,1,1,1,1,1,0,4,4,1.0,1.0,0.0,3.0,5.0,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,1,1,15,1,1,5,0,1,1,9.0,0.0,0.0,0,1,0,0,1,1,0,1,3,4,4.0,2.0,0.0,5.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,1,1,17,5,5,4,8,1,1,11.0,10.0,10.0,0,1,0,0,1,1,1,0,2,2,4.0,1.0,0.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,17,1,4,5,20,1,1,9.0,7.0,8.0,0,1,0,1,1,1,1,0,1,3,3.0,2.0,1.0,5.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1,1,18,1,2,4,0,1,1,7.0,4.0,0.0,0,1,0,1,1,1,1,0,2,2,1.0,1.0,2.0,3.0,3.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,1,1,16,3,4,5,8,1,1,8.0,9.0,10.0,0,1,0,1,1,1,1,0,3,3,1.0,1.0,0.0,4.0,3.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,0,1,1,15,1,1,5,0,1,1,17.0,16.0,16.0,0,1,0,1,1,1,1,1,4,3,1.0,2.0,0.0,4.0,5.0,2.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,1,16,3,4,3,10,1,1,10.0,8.0,9.0,0,1,0,1,1,1,1,1,4,2,1.0,1.0,0.0,4.0,3.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,0,1,1,17,2,2,1,2,1,1,15.0,14.0,14.0,0,1,1,1,0,1,0,1,1,2,1.0,2.0,0.0,3.0,5.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,1,1,17,1,1,1,4,1,1,11.0,11.0,11.0,0,1,1,1,1,1,1,0,2,2,2.0,2.0,0.0,4.0,5.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1,1,15,3,5,1,6,1,1,10.0,13.0,13.0,0,1,1,1,1,1,1,1,4,4,4.0,4.0,0.0,1.0,3.0,5.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,1,1,15,1,1,1,2,1,1,11.0,8.0,8.0,1,0,1,1,1,1,0,0,2,3,1.0,2.0,0.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1,1,15,1,4,3,6,1,1,5.0,9.0,7.0,1,1,0,0,1,1,1,1,3,2,2.0,2.0,2.0,4.0,4.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,16,1,1,4,2,1,1,11.0,15.0,15.0,1,1,0,1,0,1,1,0,4,3,2.0,1.0,0.0,3.0,3.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,0,17,2,3,4,2,1,1,10.0,11.0,12.0,0,1,1,0,1,1,1,0,4,4,2.0,2.0,0.0,3.0,3.0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,0,18,3,4,1,13,1,1,17.0,17.0,17.0,0,1,1,1,1,1,1,0,3,4,2.0,2.0,0.0,4.0,2.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,1,17,3,3,5,8,1,1,16.0,12.0,13.0,0,0,0,0,1,1,0,0,1,2,1.0,1.0,0.0,2.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,1,17,1,5,5,0,1,1,5.0,8.0,7.0,0,0,0,1,1,0,0,1,1,1,4.0,2.0,3.0,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,1,17,2,2,5,0,1,1,7.0,6.0,0.0,0,0,0,1,1,0,1,1,2,1,2.0,1.0,2.0,3.0,3.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,1,18,1,3,5,8,1,1,3.0,5.0,5.0,0,1,0,0,1,1,1,1,3,3,1.0,2.0,1.0,4.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,1,18,1,1,4,8,1,1,14.0,13.0,14.0,0,1,1,1,1,1,1,0,3,2,2.0,3.0,0.0,5.0,4.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,1,16,3,5,3,8,1,1,9.0,9.0,10.0,0,1,1,1,1,1,1,0,3,3,3.0,1.0,0.0,3.0,3.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,1,0,20,1,1,5,0,1,1,17.0,18.0,18.0,0,0,0,1,1,1,0,0,3,2,1.0,1.0,0.0,5.0,5.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,1,0,15,1,1,3,0,1,1,14.0,16.0,16.0,0,1,0,0,1,1,1,1,2,2,1.0,3.0,0.0,4.0,5.0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,1,1,0,15,5,5,3,4,1,1,13.0,13.0,12.0,0,1,0,1,0,1,1,1,4,4,1.0,4.0,0.0,1.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,1,1,0,15,1,1,1,0,1,1,16.0,18.0,18.0,0,1,1,1,1,1,1,0,3,4,1.0,2.0,0.0,5.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,18,2,5,5,4,1,1,6.0,9.0,8.0,0,0,0,0,0,0,1,0,2,1,1.0,1.0,1.0,3.0,2.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,1,1,22,5,5,1,16,1,1,6.0,8.0,8.0,0,0,0,0,0,0,1,1,3,1,1.0,1.0,3.0,5.0,4.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,1,1,19,2,2,4,3,1,1,13.0,11.0,11.0,0,0,0,0,0,1,1,0,1,2,1.0,2.0,1.0,4.0,5.0,2.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,1,1,17,1,4,2,2,1,1,10.0,10.0,10.0,0,0,0,0,1,0,1,0,1,3,1.0,1.0,0.0,5.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1,16,2,4,4,4,1,1,10.0,10.0,10.0,0,0,0,0,1,0,1,0,2,2,1.0,2.0,0.0,4.0,3.0,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,1,18,3,5,2,0,1,1,7.0,7.0,0.0,0,0,0,0,1,0,1,0,2,2,1.0,2.0,1.0,5.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,1,1,1,18,2,4,5,0,1,1,6.0,8.0,8.0,0,0,0,0,1,0,1,0,3,2,2.0,1.0,1.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,17,1,1,2,4,1,1,12.0,12.0,13.0,0,0,0,0,1,1,1,0,2,3,2.0,1.0,0.0,5.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,1,15,1,1,3,0,1,1,10.0,10.0,10.0,0,0,0,0,1,1,1,0,4,2,1.0,4.0,0.0,3.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,16,1,1,4,6,1,1,18.0,18.0,18.0,0,0,0,0,1,1,1,0,2,1,3.0,1.0,0.0,4.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,16,1,1,3,0,1,1,13.0,14.0,14.0,0,0,0,0,1,1,1,0,2,3,2.0,1.0,0.0,5.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,1,1,15,1,2,4,6,1,1,14.0,13.0,13.0,0,0,0,0,1,1,1,0,3,4,1.0,1.0,0.0,3.0,4.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,1,1,1,17,1,2,5,4,1,1,17.0,15.0,16.0,0,0,0,0,1,1,1,0,4,4,1.0,1.0,0.0,5.0,2.0,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,1,1,15,1,1,1,0,1,1,13.0,14.0,15.0,0,0,0,0,1,1,1,0,4,3,1.0,2.0,0.0,4.0,4.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,1,17,1,4,4,4,1,1,6.0,5.0,6.0,0,0,0,1,0,1,1,0,3,3,1.0,2.0,0.0,4.0,3.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,1,1,1,17,3,5,5,3,1,1,14.0,15.0,16.0,0,0,0,1,0,1,1,0,3,3,1.0,1.0,0.0,4.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,1,1,1,16,2,2,5,2,1,1,12.0,12.0,14.0,0,0,0,1,1,1,0,0,3,1,1.0,1.0,0.0,5.0,3.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,1,16,1,1,2,4,1,1,19.0,19.0,20.0,0,0,0,1,1,1,1,0,4,3,1.0,4.0,0.0,4.0,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,1,1,1,18,2,2,3,3,1,1,9.0,12.0,11.0,0,0,0,1,1,1,1,0,4,4,1.0,3.0,0.0,4.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,18,1,2,4,8,1,1,15.0,14.0,14.0,0,0,0,1,1,1,1,0,2,1,1.0,2.0,0.0,5.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
